"Date","Location","Population Type","Observations","Gender"
2024-03-31,"Mount Eden Corrections Facility","Sentenced prisoners",22,"Male"
2024-03-31,"Mount Eden Corrections Facility","Onsite population",974,"Male"
2024-03-31,"Mount Eden Corrections Facility","Offsite population",9,"Male"
2024-03-31,"Mount Eden Corrections Facility","Total population",983,"Male"
2024-03-31,"Mount Eden Corrections Facility","Population percentage",10.3,"Male"
2018-03-31,"Northland Region Corrections Facility","Remand accused prisoners",62,"Male"
2018-03-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2018-03-31,"Northland Region Corrections Facility","Sentenced prisoners",557,"Male"
2018-03-31,"Northland Region Corrections Facility","Onsite population",0,"Male"
2018-03-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2018-03-31,"Northland Region Corrections Facility","Total population",619,"Male"
2018-03-31,"Northland Region Corrections Facility","Population percentage",5.8,"Male"
2018-06-30,"Northland Region Corrections Facility","Remand accused prisoners",80,"Male"
2018-06-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2018-06-30,"Northland Region Corrections Facility","Sentenced prisoners",536,"Male"
2018-06-30,"Northland Region Corrections Facility","Onsite population",0,"Male"
2018-06-30,"Northland Region Corrections Facility","Offsite population",0,"Male"
2018-06-30,"Northland Region Corrections Facility","Total population",616,"Male"
2018-06-30,"Northland Region Corrections Facility","Population percentage",5.9,"Male"
2018-09-30,"Northland Region Corrections Facility","Remand accused prisoners",89,"Male"
2018-09-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2018-09-30,"Northland Region Corrections Facility","Sentenced prisoners",536,"Male"
2018-09-30,"Northland Region Corrections Facility","Onsite population",0,"Male"
2018-09-30,"Northland Region Corrections Facility","Offsite population",0,"Male"
2018-09-30,"Northland Region Corrections Facility","Total population",625,"Male"
2018-09-30,"Northland Region Corrections Facility","Population percentage",6.2,"Male"
2018-12-31,"Northland Region Corrections Facility","Remand accused prisoners",126,"Male"
2018-12-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2018-12-31,"Northland Region Corrections Facility","Sentenced prisoners",477,"Male"
2018-12-31,"Northland Region Corrections Facility","Onsite population",0,"Male"
2018-12-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2018-12-31,"Northland Region Corrections Facility","Total population",603,"Male"
2018-12-31,"Northland Region Corrections Facility","Population percentage",6.2,"Male"
2019-03-31,"Northland Region Corrections Facility","Remand accused prisoners",138,"Male"
2019-03-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2019-03-31,"Northland Region Corrections Facility","Sentenced prisoners",463,"Male"
2019-03-31,"Northland Region Corrections Facility","Onsite population",0,"Male"
2019-03-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2019-03-31,"Northland Region Corrections Facility","Total population",601,"Male"
2019-03-31,"Northland Region Corrections Facility","Population percentage",6,"Male"
2019-06-30,"Northland Region Corrections Facility","Remand accused prisoners",134,"Male"
2019-06-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2019-06-30,"Northland Region Corrections Facility","Sentenced prisoners",433,"Male"
2019-06-30,"Northland Region Corrections Facility","Onsite population",0,"Male"
2019-06-30,"Northland Region Corrections Facility","Offsite population",0,"Male"
2019-06-30,"Northland Region Corrections Facility","Total population",567,"Male"
2019-06-30,"Northland Region Corrections Facility","Population percentage",5.7,"Male"
2019-09-30,"Northland Region Corrections Facility","Remand accused prisoners",164,"Male"
2019-09-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2019-09-30,"Northland Region Corrections Facility","Sentenced prisoners",423,"Male"
2019-09-30,"Northland Region Corrections Facility","Onsite population",0,"Male"
2019-09-30,"Northland Region Corrections Facility","Offsite population",0,"Male"
2019-09-30,"Northland Region Corrections Facility","Total population",587,"Male"
2019-09-30,"Northland Region Corrections Facility","Population percentage",5.8,"Male"
2019-12-31,"Northland Region Corrections Facility","Remand accused prisoners",148,"Male"
2019-12-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2019-12-31,"Northland Region Corrections Facility","Sentenced prisoners",435,"Male"
2019-12-31,"Northland Region Corrections Facility","Onsite population",0,"Male"
2019-12-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2019-12-31,"Northland Region Corrections Facility","Total population",583,"Male"
2019-12-31,"Northland Region Corrections Facility","Population percentage",5.9,"Male"
2020-03-31,"Northland Region Corrections Facility","Remand accused prisoners",178,"Male"
2020-03-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2020-03-31,"Northland Region Corrections Facility","Sentenced prisoners",409,"Male"
2020-03-31,"Northland Region Corrections Facility","Onsite population",0,"Male"
2020-03-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2020-03-31,"Northland Region Corrections Facility","Total population",587,"Male"
2020-03-31,"Northland Region Corrections Facility","Population percentage",5.9,"Male"
2020-06-30,"Northland Region Corrections Facility","Remand accused prisoners",194,"Male"
2020-06-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2020-06-30,"Northland Region Corrections Facility","Sentenced prisoners",409,"Male"
2020-06-30,"Northland Region Corrections Facility","Onsite population",0,"Male"
2020-06-30,"Northland Region Corrections Facility","Offsite population",0,"Male"
2020-06-30,"Northland Region Corrections Facility","Total population",603,"Male"
2020-06-30,"Northland Region Corrections Facility","Population percentage",6.4,"Male"
2020-09-30,"Northland Region Corrections Facility","Remand accused prisoners",174,"Male"
2020-09-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2020-09-30,"Northland Region Corrections Facility","Sentenced prisoners",367,"Male"
2020-09-30,"Northland Region Corrections Facility","Onsite population",0,"Male"
2020-09-30,"Northland Region Corrections Facility","Offsite population",0,"Male"
2020-09-30,"Northland Region Corrections Facility","Total population",541,"Male"
2020-09-30,"Northland Region Corrections Facility","Population percentage",6,"Male"
2020-12-31,"Northland Region Corrections Facility","Remand accused prisoners",165,"Male"
2020-12-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2020-12-31,"Northland Region Corrections Facility","Sentenced prisoners",308,"Male"
2020-12-31,"Northland Region Corrections Facility","Onsite population",0,"Male"
2020-12-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2020-12-31,"Northland Region Corrections Facility","Total population",473,"Male"
2020-12-31,"Northland Region Corrections Facility","Population percentage",5.6,"Male"
2021-03-31,"Northland Region Corrections Facility","Remand accused prisoners",216,"Male"
2021-03-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2021-03-31,"Northland Region Corrections Facility","Sentenced prisoners",283,"Male"
2021-03-31,"Northland Region Corrections Facility","Onsite population",0,"Male"
2021-03-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2021-03-31,"Northland Region Corrections Facility","Total population",499,"Male"
2021-03-31,"Northland Region Corrections Facility","Population percentage",5.8,"Male"
2021-06-30,"Northland Region Corrections Facility","Remand accused prisoners",225,"Male"
2021-06-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2021-06-30,"Northland Region Corrections Facility","Sentenced prisoners",269,"Male"
2021-06-30,"Northland Region Corrections Facility","Onsite population",0,"Male"
2021-06-30,"Northland Region Corrections Facility","Offsite population",0,"Male"
2021-06-30,"Northland Region Corrections Facility","Total population",494,"Male"
2021-06-30,"Northland Region Corrections Facility","Population percentage",5.9,"Male"
2021-09-30,"Northland Region Corrections Facility","Remand accused prisoners",176,"Male"
2021-09-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2021-09-30,"Northland Region Corrections Facility","Sentenced prisoners",245,"Male"
2021-09-30,"Northland Region Corrections Facility","Onsite population",421,"Male"
2021-09-30,"Northland Region Corrections Facility","Offsite population",0,"Male"
2021-09-30,"Northland Region Corrections Facility","Total population",421,"Male"
2021-09-30,"Northland Region Corrections Facility","Population percentage",5.2,"Male"
2021-12-31,"Northland Region Corrections Facility","Remand accused prisoners",190,"Male"
2021-12-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2021-12-31,"Northland Region Corrections Facility","Sentenced prisoners",232,"Male"
2021-12-31,"Northland Region Corrections Facility","Onsite population",422,"Male"
2021-12-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2021-12-31,"Northland Region Corrections Facility","Total population",422,"Male"
2021-12-31,"Northland Region Corrections Facility","Population percentage",5.5,"Male"
2022-03-31,"Northland Region Corrections Facility","Remand accused prisoners",224,"Male"
2022-03-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2022-03-31,"Northland Region Corrections Facility","Sentenced prisoners",215,"Male"
2022-03-31,"Northland Region Corrections Facility","Onsite population",439,"Male"
2022-03-31,"Northland Region Corrections Facility","Offsite population",1,"Male"
2022-03-31,"Northland Region Corrections Facility","Total population",440,"Male"
2022-03-31,"Northland Region Corrections Facility","Population percentage",5.7,"Male"
2022-06-30,"Northland Region Corrections Facility","Remand accused prisoners",228,"Male"
2022-06-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2022-06-30,"Northland Region Corrections Facility","Sentenced prisoners",209,"Male"
2022-06-30,"Northland Region Corrections Facility","Onsite population",437,"Male"
2022-06-30,"Northland Region Corrections Facility","Offsite population",0,"Male"
2022-06-30,"Northland Region Corrections Facility","Total population",437,"Male"
2022-06-30,"Northland Region Corrections Facility","Population percentage",5.6,"Male"
2022-09-30,"Northland Region Corrections Facility","Remand accused prisoners",225,"Male"
2022-09-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2022-09-30,"Northland Region Corrections Facility","Sentenced prisoners",223,"Male"
2022-09-30,"Northland Region Corrections Facility","Onsite population",448,"Male"
2022-09-30,"Northland Region Corrections Facility","Offsite population",2,"Male"
2022-09-30,"Northland Region Corrections Facility","Total population",450,"Male"
2022-09-30,"Northland Region Corrections Facility","Population percentage",5.7,"Male"
2022-12-31,"Northland Region Corrections Facility","Remand accused prisoners",241,"Male"
2022-12-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2022-12-31,"Northland Region Corrections Facility","Sentenced prisoners",214,"Male"
2022-12-31,"Northland Region Corrections Facility","Onsite population",455,"Male"
2022-12-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2022-12-31,"Northland Region Corrections Facility","Total population",455,"Male"
2022-12-31,"Northland Region Corrections Facility","Population percentage",5.6,"Male"
2023-03-31,"Northland Region Corrections Facility","Remand accused prisoners",253,"Male"
2023-03-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2023-03-31,"Northland Region Corrections Facility","Sentenced prisoners",196,"Male"
2023-03-31,"Northland Region Corrections Facility","Onsite population",449,"Male"
2023-03-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2023-03-31,"Northland Region Corrections Facility","Total population",449,"Male"
2023-03-31,"Northland Region Corrections Facility","Population percentage",5.4,"Male"
2023-06-30,"Northland Region Corrections Facility","Remand accused prisoners",245,"Male"
2023-06-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2023-06-30,"Northland Region Corrections Facility","Sentenced prisoners",219,"Male"
2023-06-30,"Northland Region Corrections Facility","Onsite population",464,"Male"
2023-06-30,"Northland Region Corrections Facility","Offsite population",0,"Male"
2023-06-30,"Northland Region Corrections Facility","Total population",464,"Male"
2023-06-30,"Northland Region Corrections Facility","Population percentage",5.4,"Male"
2023-09-30,"Northland Region Corrections Facility","Remand accused prisoners",248,"Male"
2023-09-30,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2023-09-30,"Northland Region Corrections Facility","Sentenced prisoners",231,"Male"
2023-09-30,"Northland Region Corrections Facility","Onsite population",479,"Male"
2023-09-30,"Northland Region Corrections Facility","Offsite population",1,"Male"
2023-09-30,"Northland Region Corrections Facility","Total population",480,"Male"
2023-09-30,"Northland Region Corrections Facility","Population percentage",5.4,"Male"
2023-12-31,"Northland Region Corrections Facility","Remand accused prisoners",216,"Male"
2023-12-31,"Northland Region Corrections Facility","Remand convicted prisoners",0,"Male"
2023-12-31,"Northland Region Corrections Facility","Sentenced prisoners",270,"Male"
2023-12-31,"Northland Region Corrections Facility","Onsite population",486,"Male"
2023-12-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2023-12-31,"Northland Region Corrections Facility","Total population",486,"Male"
2023-12-31,"Northland Region Corrections Facility","Population percentage",5.3,"Male"
2024-03-31,"Northland Region Corrections Facility","Remand accused prisoners",171,"Male"
2024-03-31,"Northland Region Corrections Facility","Remand convicted prisoners",62,"Male"
2024-03-31,"Northland Region Corrections Facility","Sentenced prisoners",294,"Male"
2024-03-31,"Northland Region Corrections Facility","Onsite population",527,"Male"
2024-03-31,"Northland Region Corrections Facility","Offsite population",0,"Male"
2024-03-31,"Northland Region Corrections Facility","Total population",527,"Male"
2024-03-31,"Northland Region Corrections Facility","Population percentage",5.5,"Male"
2018-03-31,"Otago Corrections Facility","Remand accused prisoners",115,"Male"
2018-03-31,"Otago Corrections Facility","Remand convicted prisoners",0,"Male"
2018-03-31,"Otago Corrections Facility","Sentenced prisoners",412,"Male"
2018-03-31,"Otago Corrections Facility","Onsite population",0,"Male"
2018-03-31,"Otago Corrections Facility","Offsite population",0,"Male"
2018-03-31,"Otago Corrections Facility","Total population",527,"Male"
2018-03-31,"Otago Corrections Facility","Population percentage",5,"Male"
2018-06-30,"Otago Corrections Facility","Remand accused prisoners",112,"Male"
2018-06-30,"Otago Corrections Facility","Remand convicted prisoners",0,"Male"
2018-06-30,"Otago Corrections Facility","Sentenced prisoners",394,"Male"
2018-06-30,"Otago Corrections Facility","Onsite population",0,"Male"
2018-06-30,"Otago Corrections Facility","Offsite population",0,"Male"
2018-06-30,"Otago Corrections Facility","Total population",506,"Male"
2018-06-30,"Otago Corrections Facility","Population percentage",4.8,"Male"
2018-09-30,"Otago Corrections Facility","Remand accused prisoners",88,"Male"
2018-09-30,"Otago Corrections Facility","Remand convicted prisoners",0,"Male"
